,Customer,Date,Rating,Review Title,Review Body
302,Berry,2020-12-27,5.0,Iphone beast,  Beast . Best battery life 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👍👍go for it you will love this mobileIt is light weight and very good
303,PDas,2020-12-11,1.0,"Camera, design and display quality.","  Camera, design and display quality improved on this 12. Other than that regular iPhone11 with that same notch. Honest review....!"
304,Amazon Customer,2020-12-17,1.0,Battery life is poor,"  Camera is good but battery is poor capacity, and also warmth problem. I think this phone is not value for money on this price range."
305,Socrates,2021-03-24,1.0,Loving it,  Switching to iPhone after a gap of 4 years and it feels good . Smooth performance with improved battery life
306,Irfan Ahmed,2020-11-30,4.0,Best,  Good phoneI like it very muchYou can also buy the same phone with hdfc offers and win it
307,sagnik,2021-02-23,1.0,Nice,  Amazing product...by apple good camera quality look premium best phone of the year 2020.  Good deal from Amazon that's all
308,Bhanu Prabhakar,2021-04-03,3.0,Kidney = iPhone 12.,  I sold my kidney for this mobile.Its working but my kidney didn't.The pain is smaller than the price of Mobile.
309,Eunus Mondal,2020-11-29,5.0,I phone is always iphone,  Man the chip is fast camera op All good than my Samsung fold2 which is word of 2lks this is with of 80k better
310,DT,2020-12-08,5.0,Camera and screen✨,  Awesome phone...camera and screen is just wow... love it must buy phone... I recommend every one to buy it ✨
311,Swarnendu,2021-01-22,5.0,This is iphone my choice,  I love iPhoneMy first choice was iPhone 12 buy iPhone my choice I love iPhone my best choice for apple
312,S.Siva Ram Kris,2020-11-07,5.0,Perfect replacement for a long time android user,"  Okay I NEED TO CLEAR a few misconceptions about this phone because i am seeing a lot of negative reviews here which are not true, probably from IOS haters. I have been an android user since 2014 when I got my first phone, after many years i switched to Apple after complaining about their high prices  because i was disappointed with Samsung using Exynos processors for their flagship phones in India which causes heating, and Oneplus throwing one cheap model after another every six months.And trust me guys its amazing. The software is butter smooth, i might never go back to android again.  FIRST OF ALL - who said the battery life is bad? I got my phone at 70 percent charge at 2 pm and after 24 hours it was 20 percent EVEN AFTER I KEPT MY DATA PACK ON THE WHOLE TIME.SECONDLY- why are so many guys reviewing the phone on basis of the charger? everyone knows iphone 12 comes without an adapter. did you people not do your research before buying?THIRD - the 60 Hz thing does not matter at all, flipping screen is  real quick u wont even notice the difference from a 120 Hz in androidand lastly - the AI is so sharp, be it the camera which automatically detects low light or even the face recognition.overall this phone is worth the high price. i will definitely be using it for 4-5 years. a happy customer here"
313,Tarun barath,2020-11-07,3.0,Great purchase!,"  I used to use an Android phone till 2014 and wanted to switch to iOS, so the same year I bought iPhone 6, It was good to have an iOS device and the performance and the cameras but those were sufficient only until next year when 6s launched. Though I was a fan of the iPhone 5 and 5s box design but couldn't buy them somehow. I wasn't and I'm not crazy about changing or upgrading phone every year so in 2015 I bought again iPhone 6s by having a thought that this phone has everything which I needed ever, except for box design. Now I was satisfied enough with this.As time goes on and years passed away many iPhone models came but I wasn't eager to buy any of them but when this year series 12 launched, that made me excited to buy because firstly I was technologically behind and secondly the nostalgic box design.Years ago, when I switched to iOS, I'm quite satisfied with it, I never thought and want to go back to Android.When it comes to iPhone 12, it's a great and beautiful device. Smooth performance, good battery life, overpriced of course but people always have the choice to buy it or not. Though face ID is new to me and initially little inconvenient compared to touch ID, hopefully, I'm gonna used to of it.I bought a 128 GB device as per my requirement and colour white because finger prints on back are not visible, compared to other darker colours.INR 3000₹ Discount on the colour white, plus 6000₹ HDFC instant discount. Effective price 76000₹. Unfortunately Charging Brick isn't included and it coasted 1900₹ more for 20W USB-C from Apple India website.Overall it's a great device and satisfied purchase but overpriced for sure."
314,Bhupendra Patil,2020-12-30,5.0,The phone is a beast!,"  Thanks to Amazon n the seller for early delivery. I have used this phone from the last 10 days n it’s absolutely stunning, beautiful n the beast..Camera is awesome n the night mode is fabulous. I have upgraded from iPhone 6s. No other phone in the current market can outdo it. Though it’s expensive but you won’t regret to buy if u can afford.I have seen a lot of other negative comments n they r android users. I will be using this ph for another 5 to 6 years."
315,Shreyas Gokhale,2020-11-26,5.0,Worth it! Go for it!,  Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!
316,S,2020-11-20,5.0,Everything is good but not te yellow tinted display !,"  Completely satisfied with the performance , Camera and Battery life. But display totally disappointed me. There is an extra yellow tint for the display and colors are off. I am a photographer and colour grading artist. So accurate color reproduction is of almost importance to me. Please reconsider your decision if you are in similar profession"
317,Suresh B Samson,2021-03-20,1.0,Awesome,  Back to the same design of iPhone 4/5. Phone feels great to hold and use. Very snappy and good battery life. Records video in HDR which looks really good on the oled screen of the phone.
318,satwik,2021-03-14,5.0,Best Premium Smartphone in all aspects,"  Looks premium on hand, Fastest mobile on the planet right now and definitely worthy.Battery life is good compared to other flagship mobiles.Camera is outstanding, apple always does the same with iPhone series.Always in love with apple products still love continues😍😍😍😍"
319,Ashik K.,2020-11-27,5.0,Iphone 12 128gb,"  It's my day 1 review, bought for 72k ,iphone 12 128gb red color. Soon I may modify review again."
320,hari,2021-02-03,3.0,Awesm,  Awesome phone at reasonable price got it at 73000/ Good deal.. If ur camera lover then u can go for it u will not be disappointed with its camera
321,Shareef ,2021-02-11,5.0,Best buying experience,"  There's enough written about the iPhone already, what I liked was the user experience of buying from Amazon rather than from a store."
322,Saood Khan,2021-04-05,5.0,Best iPhone,  Awesome photo and video quality.Performance is the top notch.as usual awesome iOS.
323,Faisal Hussain Khan,2020-12-14,5.0,Best,  I like it very powerful phone
324,S.Siva Ram Kris,2020-11-07,5.0,Perfect One,  Perfect one because iphone is iphone....
325,Tarun barath,2020-11-07,3.0,Good one,  Good one first time using
326,Sudhanshu Kumar,2021-03-31,1.0,Beyond expectations,  It looks stylish. the camera quality is beyond expectations
327,Rikita Thakkar,2021-03-27,5.0,Excellent iPhone,  Superb experience
328,zubin Wadia,2021-03-25,5.0,Phew,  Great Phone
329,C P Bhatt,2021-01-11,5.0,nice,  best phone!!!
330,Nikhil,2021-01-18,5.0,Price could have been to 75k,"  Great phone no doubt, but for the price given the battery capacity should’ve been 3000mah and above.Pros1. Touch feel is improved and smooth2. Getting a bigger ram is a plus point3. Esim is working fine4. Voice clarity is improved (compared with my iPhone 7)Cons1. Battery life...Note- Upgraded from iPhone 7 Recommend for the people who are using  iPhone 8 and below models."
331,Sukumar Chowdary,2021-03-29,5.0,"Good phone overall, but lack some features and a bit overpriced","  Pros:1) Display and camera quality is good for the price2) Super fast and lag free experience3) looks and build quality is top notch (I like the boxy shape)4) iOS integration and Apple ecosystem works like a charm if u have other apple devices5) battery life is good6) Resale value due to “Apple brand”: is goodCons:1) No zoom lens at this price (camera isn’t versatile due to that)2) face Id and notch: due to mask, doesn’t work (fingerprint sensor is a must have these days)3) overpriced in India by at-least ₹15000-200004) very slow charging speed5) no adapter in the box6) iOS limitations if you are coming from android (no dual whatsapp, no call recording, split screen multitasking, home screen customisations, etc)7) 60hz Display and that big notch again, is a let down"
332,Abhishek tiwari ,2020-11-25,5.0,SCRATCH ISSUES ON DISPLAY,  The ceramic shield they say is only for glass unbreakable thing and it doesnot cover scratches .Had a small scratch on screen display just in day 1 of use and when i searched online solution then i found i am not the only one.This problem is facing by many iphone 12 and pro customers
333,Advait,2020-12-03,5.0,Excellent,  Awesome phone with great looks and great hardware. Go for it without thinking twice.  Worth the money for the price paid.
334,Anuj Trehan,2021-01-16,5.0,Amazing iphone,"  Amazing iphone. Very stylish, very smart, awesome quality, superb video quality amazing,  good battery life to use in style Review @Ashokroczz"
335,Angana,2021-01-31,5.0,I wanna buy it but i can't.,  I cant afford it.I always wanted an iPhone that's why i participated in amazon quiz for prize money so that i can buy it.
336,S.Siva Ram Kris,2020-11-07,5.0,Don't buy it online,  Plz take from shop not amazon I got broken😤😤 don't buy online it's worth l e s sOk
337,Tarun barath,2020-11-07,3.0,Good,  Good but not good as iPhone 12 Pro  nice flagship nice phone feels like holding iPhone 4+ iPhone 11 mixed
338,Gokul Girish,2021-03-25,4.0,Booting issue found after update ios 14.4.1 on iphone 12 series,"  Phone is good nice, performance also well,But after update ios 14.4.1 found booting issue and its still not solved from Apple"
339,Mohmmed Azmathulla,2021-04-25,1.0,Best iPhone to buy,"  Moved from oneplus, this phone is perfect on hand with a smaller size. Battery backup has been great. After some minor tweaks, I get more than a day of back up. The camera is better than the one plus."
340,Seema Satpute,2021-02-22,5.0,Good one to go for,"  This is an awesome product, battery life is also good. If you are a normal user easily you can use this for 1.5 days or 30 to 36 hrs screen resolution camera quality every thing is exceptional."
341,rajeev kumar,2021-02-12,4.0,Apple products are Amazing!,"  I am always a fan of Apple products. It cant be compared to any Android phone. The Blue color is amazing and the screen touch, picture quality, weight, looks, battery life is really good.  Don’t think twice, just go for it."
342,Nikhil Raj S,2021-01-18,5.0,Good phone .. 👍,"  Apple 12 is a decent phone to upgrade if you are using any apple phone below X.. If you are using 11 or 11 pro, I would say just wait till the next version or the next .. It’s an excellent phone but the battery life is not great as usual.. light weight and beautiful to hold.. 5G is available but in India we will have to wait for some time.. Enjoy and have fun using the device.. 👍👍👍"
343,SandeepBeligini,2021-01-10,3.0,Phone heats,  The phone heats very much when in use and also when charging. Got replaced one time but still the same problem happened
344,sanjay g.,2020-12-22,5.0,"Excellent phone, beautiful colour♥️","  Excellent phone, only reason I have reduced one star is since Amazon reduced the price by Rs 3000 the day after I received the phone and this really hurts after spending so much of my hard earned money. Exchange value received for my older phone was also pretty inadequate, considering the condition it was in.Pros:1. The green colour is gorgeous2. Cameras are outstanding3. Battery life is really good, lasts me almost 2 days on a charge4. Screen is very bright and has vibrant colours5. Speaker is very loudCons:1. Just nitpicking, but a fingerprint sensor would have been much more convenient during Covid2. Indian variant doesn't have the mmWave antenna, inspite of being more expensive than the US VariantOverall, a great buy.TIP: Please do not buy 64 GB model, unless you have a robust cloud subscription to upload stuff into."
345,Prateek Sharma,2021-04-24,1.0,Bad camera,"  I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace  still not happy. Oneplus is just the best. Period."
346,Sarvesh,2020-12-31,5.0,Just Amazing and feels super premium!!,  No words to say!
347,Rahil Shaikh,2020-12-08,5.0,Amazing!! Amazing!!,"  Loving it! But cant seem to get over my 5 yo 6S which still in fabulous condition except for the battery life.Iphone12: Amazing look & feel, yet to explore the finer aspects.Super quick delivery, ordered @ night, got early mrng delivery day."
348,S.Siva Ram Kris,2020-11-07,5.0,I love apple brand only..,  Vera lavel eruku friends...
349,Tarun barath,2020-11-07,3.0,It just works,  It’s apple. What else reason do by you need?
350,Manash Choudhury,2020-11-29,5.0,It just works,  It’s apple. What else reason do by you need?
351,Zilangamba warepam,2021-01-17,3.0,Good,  Overall good but camera and battery life not as good as iphone 11pro
352,Kinjol,2021-01-01,5.0,Service Woes....Defective product combined with Poor Service...read on......,"  Given a 1 Star as Apple continues to sell a defective product without resolving reported issues worldwideBeware: Buy at your own LUCK. This is solely based on my 2 months of experience with a defective iPhone12 128GB purchased from Amazon.Part I - The Rise of 'iPhone'The Saga began with an aspiration to buy a quality iPhone, feedback was that it never hangs....but wait no one told me that it won't hang till it works . This came as a gift to me from my wife, seeing my aspiration, she also got inspired and jumped the Gun to buy it on my birthday......But none of us imagined the nightmare it will become if you got yourself a defective piece. Don't believe me, search for ""iPhone 12 non-responsive screen"". You will get heartburns reading how many of them have non-responsive screens and have not worked even after replacement of whole phone itself, one guy had it replaced 3 times but issue kept coming back.It seems iPhone 12 is a defective buildAfter approx 15-20 days I started seeing same issue of phone unlocking(face unlock) but then nothing used to work on the touch screen. You are effectively not able to walk past the unlocked screen.If you locked and unlocked again, touch screen would start functioning till the next time it would behave in the same manner. I installed the apple support app to diagnose the issue and luckily the touchscreen issues went away without any trace.But wait, I wasnt so lucky, the same issue crept back exactly on the 54th day but this time with a vengeance, the phone simply wouldn't unlock no matter what you do. You can see the screen, it would charge and reboot and all that . Now began the nightmare which is the Part II.Part II - The Phantom(iPhone service) menace- No direct way to contact India customer support, only through chat and they will do an automated call back- First they tell me the usual workarounds, press button A, B, C etc etc. which I have already tried, standard procedures eating up so much time- Next after frustrating 30 min call with them, they send me instructions over email to take backup and do a factory restore(ignoring the fact that the touch screen isnt working)- As expected cannot take backup using itunes due to the PIN which requires your touch screen to work, frustrations are on the peak.- Now I reach back to support and they are trying to get me an appointment with the nearest service center, their service locator app is not working and I am scheduled a call back.- I wait at the designated schedule but I get a mail that I am not reachable, wait....my number is pre-fixed with a +91 and the automated call back is also adding another +91......shikes I will never get a call back.- Now I try to reach out to them, with the frustrations at the peak, didn't want to talk to them so started a chat session and luckily got the appointment with them in the next hour.- Reached the Service center, they asked me to wait, diagnosed and found that the iphone screen is not responsive, have to seek guidance from Apple.- After a week of checking online status which didnt change, I called the service center and asked for status. I am told that they are waiting for parts from Apple. I told them I am not interested, either replace the whole handset or refund the money.-I am provided Apple support number to talk to, as it a decision that has to come from Apple.- I immediately call Apple support and have a long conversation of over 45 minutes in which they are defiant to replace the handset and insist that they provide quality repair in India which after repairs will be like new only.- I offer them this ""NEW"" repaired phone and to give me my money back. I also state that in the USA, they replace and in INDIA is a repair, to which I am given an answer that every region has a different policy.....how discriminatory.- The call ends after 45 minutes of strong discussions that I will evaluate the quality of repair and then only accept the phone back. But with still no change in status on their site, I am not sure if they even know what to do with these screen issues on iPhonePart III - The Empire Strikes Back- For many days apple service did not have a clue on whats happening except for waiting for Apple to respond- After multiple followups and posts on twitter, got some attention- Repaired phone(not acceptable) was returned after 13 days with chassis replaced- Poor service for one of ""the"" expensive phones on this planet, Apple has taken Indian customers for granted. I am sure they would have replaced the phone immediately in US.BAD overall experience, has spoiled the product ownership experience forever."
353,A.Selvamanikandan,2020-12-03,5.0,Not happy with Amazon Customer service s no resolve have been processed,"  Order was Apple iPhone 12 dated 9/4/21 item received on 11/4/21While opening the Box found sim removal pin and manual missing immediately submitted the missing item, but unfortunately Amazon team did not contact me or any update provided against missing submission to Amazon. Again around 14/4/21 again raised same issue,but nothing happens till 19/4/21 hence had to contact Amazon technical team, but they denied that no submission is found and inform me it is too late to contact customer careIs this my fault or Amazon team's fault.till date nothing is resolved"
354,Sumit vansh,2021-04-25,5.0,Ok,"  Price is of brand only ,nothing else"
